Review,Review_Type
Worthless. Very worst quality.READ MORE,0
Moderate. Quality was not good at all. Did not last long like the ones we bought locally of the same brand and modelREAD MORE,0
Fabulous!. This is  vary nice productREAD MORE,1
Worth the money. Good shuttleREAD MORE,1
Must buy!. Nice product 🌹🤩🥰🌹READ MORE,1
Classy product. Regular customer. Perfect as alwaysREAD MORE,1
Wonderful. Good qualityREAD MORE,1
Fair. Not badREAD MORE,0
Classy product. Nice oneREAD MORE,1
"Terrific purchase. really original,,READ MORE",1
Did not meet expectations. Product not goodREAD MORE,0
Horrible. Very bad itemREAD MORE,0
Could be way better. Not good am not impressedREAD MORE,0
Mind-blowing purchase. GoodREAD MORE,1
"Expected a better product. Not good quality this time , not durableREAD MORE",0
Super!. Awesome ❤❤READ MORE,1
Terrific. Best product worth for moneyREAD MORE,1
Must buy!. ExcellentREAD MORE,1
Terrific purchase. Nice productREAD MORE,1
Delightful. Very niceREAD MORE,1
Slightly disappointed. Bad life.. tore easilyREAD MORE,0
Expected a better product. Not goodREAD MORE,0
Worth every penny. SuperREAD MORE,1
Delightful. Good productREAD MORE,1
Classy product. Mavis is masivREAD MORE,1
Terrific purchase. Nice 👍👌READ MORE,1
Pretty good. SuperbREAD MORE,1
Delightful. GoodREAD MORE,1
Super!. Worth every penny...READ MORE,1
Delightful. Very goodREAD MORE,1
Decent product. Price is toooo high..READ MORE,0
"Fabulous!. Original product, I've been playing for more than 5 yrs. No defects found yet.READ MORE",1
Mind-blowing purchase. GoodREAD MORE,1
Perfect product!. NiceREAD MORE,1
Highly recommended. Original product...Worth for the moneyREAD MORE,1
Horrible. Bad productREAD MORE,0
Good choice. nice product and delivered on time....READ MORE,1
Fabulous!. NiceREAD MORE,1
Not recommended at all. Very bad shuttle..Broken very fastREAD MORE,0
Excellent. Nice helpful for my delay practice 👍👍👍👍READ MORE,1
Simply awesome. Nice oneREAD MORE,1
Really Nice. Good for itREAD MORE,1
Nice product. Good Enough.READ MORE,1
Simply awesome. NiceREAD MORE,1
Worth every penny. Very good product and the seller cooperation is wonderful 😊.READ MORE,1
Value-for-money. GoodREAD MORE,1
"Fair. Doesn't stays slow after 1 day of a game. Writes slow, doesn't stand a chanceREAD MORE",0
"Absolute rubbish!. Bad product, bottom side quality is too bad,fake product , didn't expect from Yonex and FlipkartREAD MORE",0
Worth every penny. Excellent productREAD MORE,1
Awesome. Original and good quality...READ MORE,1
Worth the money. SuperbREAD MORE,1
Excellent. Nice ProductREAD MORE,1
Highly recommended. SuperREAD MORE,1
Good choice. Yonex std quality alwaysREAD MORE,1
Classy product. Very good nice quality 👍☺️👍☺️👍👍☺️☺️READ MORE,1
Just wow!. ExcellentREAD MORE,1
Great product. Very nice productREAD MORE,1
Wonderful. Outstanding shuttle osmm experience while playingREAD MORE,1
Worthless. Worst product. All shuttle break from cork.READ MORE,0
"Just wow!. This is even better than 2000. It's Cork is stronger and hence more durable. But in 2000, shuttle is better but it detaches itself easily from Cork and less durable.READ MORE",1
Just wow!. In time keep it upREAD MORE,1
Terrific. ExcellentREAD MORE,1
Brilliant. GoodREAD MORE,1
Good. NiceREAD MORE,0
Classy product. Thanks Lot for Quick delivery. Nice experience.READ MORE,1
Brilliant. NiceREAD MORE,1
Best in the market!. Really niceREAD MORE,1
Could be way better. Out of 6 box one of the box is not good Its base is coming out in one game only just 15 mins game.It has happens for 4 shuttle of the se box.READ MORE,0
Wonderful. GoodREAD MORE,1
Fair. AwesomeREAD MORE,0
"Wonderful. Quality and rates are very good, what else is required after thatREAD MORE",1
Brilliant. Awesome products.....but only problem is priceREAD MORE,1
Great product. Good product but it's price was so high...READ MORE,1
Pretty good. FineREAD MORE,1
Classy product. This time quality is best 🔥🔥READ MORE,1
Value-for-money. PerfectREAD MORE,1
Mind-blowing purchase. GoodREAD MORE,1
Very poor. Product Is Vey Much Bad ....And the price Dosn't Match With The quality ..very Bad productREAD MORE,0
Good. Good product but i was using mavis 350 so there is no compare but the shuttle is very weak.playing arround 30 mins the upper material got damagedREAD MORE,0
Fabulous!. Very good shuttleREAD MORE,1
Did not meet expectations. Quality was not good....READ MORE,0
Great product. Super hitREAD MORE,1
Fair. I got the bad quality one 😢READ MORE,0
Just wow!. GreatREAD MORE,1
Nice product. good productREAD MORE,1
Classy product. NiceREAD MORE,1
Utterly Disappointed. NycREAD MORE,0
Decent product. 4 to 6 games only it will be new shuttle.. after that shuttle swinging irregularlyREAD MORE,0
Utterly Disappointed. Worst quality... Shuttles are shaking while playing... Bad quality.READ MORE,0
"Fair. Best in market, but durability is less.READ MORE",0
Terrible product. Worst on recent times.We played new Ball today.Two balls bottom tape were gone within 2 hours.I attach with image.The last two delivery was only worst.We are intermediate players and playing doubles.A single ball can stand atleast two day but last two delivery whole 6 balls were damaged within 3 days.READ MORE,0
Classy product. Good QualityREAD MORE,1
Value-for-money. Quality of product is very good but speed is very high.READ MORE,1
Nice. NiceREAD MORE,0
Great product. Good productREAD MORE,1
"Hated it!. All the shuttle bottom got broken, waste of money..READ MORE",0
Best in the market!. NiceREAD MORE,1
Highly recommended. good product value of moneyREAD MORE,1
Fair. Not as good as per it's priceREAD MORE,0
Best in the market!. NiceREAD MORE,1
Worth every penny. Good and long lastingREAD MORE,1
Worst experience ever!. Worst product.it lasts only two days (each cork)READ MORE,0
Very poor. Not badREAD MORE,0
Mind-blowing purchase. Got few defective but then got replaced. Now these are very good to play.READ MORE,1
Slightly disappointed. Poor quality not byingREAD MORE,0
Simply awesome. GoodREAD MORE,1
Fabulous!. Best 👍👍👍👍READ MORE,1
Don't waste your money. Worst qualityREAD MORE,0
Terrific purchase. Nice shuttle for beginners to intermediate players. Very very good for practice.READ MORE,1
Don't waste your money. Product not good...READ MORE,0
Awesome. Good QualityREAD MORE,1
Simply awesome. BestREAD MORE,1
Absolute rubbish!. The quality was bad and it didn't lasted for even a month.READ MORE,0
Super!. Nice productREAD MORE,1
Could be way better. Quality is very poor...READ MORE,0
Worth every penny. Good productREAD MORE,1
Hated it!. Bad productREAD MORE,0
Nice. Much costlier in winter season.READ MORE,0
Fabulous!. Amazing shuttlesREAD MORE,1
Brilliant. GoodREAD MORE,1
Highly recommended. NiceREAD MORE,1
Awesome. Awesome but price is very HighREAD MORE,1
Best in the market!. Too costly.Hardly lasts for a day.READ MORE,1
Just wow!. ExcellentREAD MORE,1
Expected a better product. Very BadShuttle broke after 1 gameREAD MORE,0
Perfect product!. GoodREAD MORE,1
Mind-blowing purchase. Good shuttlecockREAD MORE,1
Terrific. You did wonderful jobREAD MORE,1
Perfect product!. Good productREAD MORE,1
Very Good. Very good productREAD MORE,1
Must buy!. Good 👍👍👍READ MORE,1
"Not recommended at all. Don't buy this , it was a worst purchase ever. Can't play more than one game with this shuttleREAD MORE",0
Fabulous!. 👍🏸🏸 shuttlecock with nice and long durability .its value for money🤑🤑🏸🏸🏸READ MORE,1
Terrific purchase. GoodREAD MORE,1
Mind-blowing purchase. Best shuttles for indoor gamesREAD MORE,1
Worthless. quality poorREAD MORE,0
Terrific. GoodREAD MORE,1
Wonderful. Very good product without any confusionREAD MORE,1
Must buy!. It's the s good qualityREAD MORE,1
Very poor. Quality of the product was too badREAD MORE,0
Highly recommended. Bad qualityREAD MORE,1
Wonderful. Wonderful product 👍👍READ MORE,1
Brilliant. GoodREAD MORE,1
Best in the market!. Good productREAD MORE,1
Delightful. Nice product. fast deliveryREAD MORE,1
Terrible product. Very bad quality shuttle Torn the mesh only within 3gamesREAD MORE,0
Worth every penny. It was originalREAD MORE,1
Perfect product!. Genuine product performed as expectedREAD MORE,1
Super!. full mostiREAD MORE,1
Worth every penny. Nice oneREAD MORE,1
Mind-blowing purchase. SuperREAD MORE,1
Fabulous!. Received the original product and it’s awesome.READ MORE,1
Highly recommended. GoodREAD MORE,1
Perfect product!. GoodREAD MORE,1
Fabulous!. OriginalREAD MORE,1
Bad quality. Base of shuttle is very low quality.READ MORE,0
Slightly disappointed. Quality not goodREAD MORE,0
Moderate. Bad colourREAD MORE,0
Classy product. Good qualityREAD MORE,1
Horrible. Not expected that yonex sales such default shuttlesREAD MORE,0
Really Nice. Orginal item goodREAD MORE,1
Mind-blowing purchase. Very good product One shuttle you have to play minimum ten gsmesREAD MORE,1
Value-for-money. BestREAD MORE,1
"Moderate. Really bad experience,,  some of them is very poor quality..  Don't go for itREAD MORE",0
Excellent. Super shuttleREAD MORE,1
Pretty good. It's awesomeREAD MORE,1
Highly recommended. SupportREAD MORE,1
Super!. Best shuttleREAD MORE,1
Just okay. Very bad quality and very high price not acceptable this range .READ MORE,0
Excellent. PerfectREAD MORE,1
Brilliant. Nice productREAD MORE,1
Good choice. Very good product.READ MORE,1
Hated it!. All shuttles were too bad. They are breaking easily after 3-4 gamesREAD MORE,0
Could be way better. Quality of this  product purchased online is poor as compared to offline stores.👎🏼READ MORE,0
Does the job. Cork is slowREAD MORE,0
Just okay. Not DurableREAD MORE,0
Terrific purchase. Long lasts than other nylon shuttleREAD MORE,1
Fabulous!. GoodREAD MORE,1
Really Nice. Good 👍READ MORE,1
Awesome. ExcellentREAD MORE,1
Simply awesome. Genuine product and no used ones luckilyREAD MORE,1
Good. GoodREAD MORE,0
Best in the market!. Good jobREAD MORE,1
Awesome. Very bad qualityREAD MORE,1
Good choice. NiceREAD MORE,1
Perfect product!. GoodREAD MORE,1
Just wow!. Thanks for delivery in timeREAD MORE,1
Simply awesome. GoodREAD MORE,1
Super!. GoodREAD MORE,1
Very Good. It's niceREAD MORE,1
Best in the market!. NiceREAD MORE,1
Best in the market!. Great stuff♥️READ MORE,1
Perfect product!. Nice tqREAD MORE,1
Must buy!. Long lastingREAD MORE,1
Super!. Good product but his price is very high...READ MORE,1
Terrific purchase. ExcellentREAD MORE,1
Simply awesome. NiceREAD MORE,1
Excellent. GoodREAD MORE,1
Classy product. NiceREAD MORE,1
Decent product. NiceREAD MORE,0
Very Good. An original yonex shuttle. Decent price as compared to the market. Durability is not that much. It would hardly last 6-7 matches at max. But the flight path is very predictable and is a very good option and more durable in comparison to the feather shuttle.READ MORE,1
Awesome. Mind blowingREAD MORE,1
Does the job. Didn't last long. Normaly one shuttle is good for 3 day but this one work for 1 day only. And every time shuttle got destroyed it always got broke from from part only.READ MORE,0
Brilliant. Very good.READ MORE,1
Best in the market!. Good one I like itREAD MORE,1
Brilliant. Very nice productsREAD MORE,1
Awesome. Got original productREAD MORE,1
Does the job. Little slow than normal shuttle.READ MORE,0
Perfect product!. Well brandREAD MORE,1
Really Nice. Nice productREAD MORE,1
Awesome. This is my fourth order ...🥲🥲🥲 recieved 10 rupees shuttlesREAD MORE,1
Simply awesome. GoodREAD MORE,1
Really Nice. Good qualityREAD MORE,1
Excellent. Good productREAD MORE,1
Excellent. Good productREAD MORE,1
Not good. All got broken so soon.READ MORE,0
Wonderful. Good quality 👍READ MORE,1
Good choice. Good quality. Delivered on time .READ MORE,1
Perfect product!. Good productREAD MORE,1
Could be way better. Unlike my earlier purchases this is not even lasting for  2 days .READ MORE,0
Unsatisfactory. Low quality... don't buy online😖READ MORE,0
Terrific. Looks genuine with great qualityREAD MORE,1
Simply awesome. Good productREAD MORE,1
Expected a better product. Quality is very poor..READ MORE,0
Bad quality. No goodREAD MORE,0
Pretty good. SuperbREAD MORE,1
Decent product. GoodREAD MORE,0
Nice. Good Product but Delivery is too late...READ MORE,0
Awesome. This is the original product. Buy with no hesitationREAD MORE,1
Just wow!. Very nice and good quality service.....thanks flipkart and team.READ MORE,1
Pretty good. Super ❤️READ MORE,1
Nice product. GoodREAD MORE,1
Wonderful. FineREAD MORE,1
Super!. Too goodREAD MORE,1
Did not meet expectations. Bad product..... Waste of money😡Don't buy this productREAD MORE,0
Awesome. Very nice product.. Delivered in only 1 day.. Super super super 👍👍👍READ MORE,1
Fabulous!. SuperREAD MORE,1
Wonderful. Its good but slow moveREAD MORE,1
Mind-blowing purchase. SuperREAD MORE,1
Terrific purchase. Good boyREAD MORE,1
Wonderful. niceREAD MORE,1
Value-for-money. Very good qualityREAD MORE,1
Classy product. Original product.  Liked itREAD MORE,1
Fair. Durability is very poor in compare with before...READ MORE,0
Good choice. GoodREAD MORE,1
Wonderful. This easy to playREAD MORE,1
Classy product. NiceREAD MORE,1
Simply awesome. Good product. Original Yonex.READ MORE,1
Wonderful. GoodREAD MORE,1
Wonderful. As usual it's a good one. Its YonexREAD MORE,1
Must buy!. BestREAD MORE,1
Must buy!. nice shuttle for reasonable price. the flight doesnt alter much even after 6 or 7 games. far better than those purchased from local storesREAD MORE,1
Fabulous!. ExcellentREAD MORE,1
Brilliant. Best shuttle for practiceREAD MORE,1
Perfect product!. Marvellous product.READ MORE,1
Perfect product!. Good oneREAD MORE,1
Worthless. Quality not goodREAD MORE,0
Brilliant. SuperREAD MORE,1
Brilliant. GoodREAD MORE,1
Simply awesome. GoodREAD MORE,1
Simply awesome. Awesome product 👍🏻READ MORE,1
Highly recommended. NiceREAD MORE,1
Hated it!. poor QualityREAD MORE,0
Could be way better. Product quantity to badREAD MORE,0
Excellent. GoodREAD MORE,1
Value-for-money. Nice productREAD MORE,1
Classy product. GoodREAD MORE,1
Highly recommended. NiceREAD MORE,1
Delightful. BestREAD MORE,1
Hated it!. not goodREAD MORE,0
Don't waste your money. Not that good ququalityREAD MORE,0
Nice product. SuperREAD MORE,1
Really Nice. genuine product thank you flipkartREAD MORE,1
Just wow!. I'm an intermediate player. The shuttle easily lasts for 10-15 games without any problem. Can be used for casual outdoor games.READ MORE,1
Classy product. Best!READ MORE,1
Good. Not badREAD MORE,0
Fabulous!. GREAT SELLER REPLACEMENT DELIVERY IN 2 daysREAD MORE,1
Good choice. Good QualityREAD MORE,1
Perfect product!. Nice qualityREAD MORE,1
